aha-mont64,xor+srli,2549,0.16076115899398455
aha-mont64,and+add,2549,0.16076115899398455
aha-mont64,srli+andi,2538,0.16006740742515999
aha-mont64,lbu+andi,2331,0.14701226426637032
aha-mont64,c.addi+srli,1269,0.08003370371257999
aha-mont64,add+sltu,423,0.026677901237526662
aha-mont64,add+c.add,423,0.026677901237526662
aha-mont64,or+andi,423,0.026677901237526662
aha-mont64,sub+and,423,0.026677901237526662
aha-mont64,c.sub+mul,423,0.026677901237526662
crc32,c.lui+addi,175105,4.51088325775909
crc32,addi+c.ld,175104,4.510857496739943
crc32,add+slli,175104,4.510857496739943
crc32,andi+slli,43520,1.1211195532833191
crc32,xor+andi,43520,1.1211195532833191
crc32,add+c.ld,21760,0.5605597766416596
crc32,add+ld,21760,0.5605597766416596
crc32,lbu+andi,2149,0.05536043014719331
crc32,c.slli+srli,171,0.004405134274160101
crc32,c.addiw+c.addiw,128,0.003297410450833292
cubic,lbu+andi,17443,1.3199314722271829
cubic,c.slli+c.add,6666,0.5044237340977126
cubic,srli+c.or,6435,0.4869437037081879
cubic,c.srli+c.or,5687,0.43034170054210796
cubic,srli+c.add,5027,0.3803987565720374
cubic,c.li+c.slli,4708,0.3562596669865033
cubic,c.lui+c.addi,4400,0.33295295980047035
cubic,c.or+c.slli,4048,0.30631672301643276
cubic,c.slli+c.or,3454,0.26136807344336926
cubic,c.lui+addi,3421,0.25887092624486574
edn,add+add,22454,0.8566465648106499
edn,lbu+andi,7725,0.2947178548660493
edn,slli+srli,5632,0.21486743800719607
edn,auipc+addi,4714,0.1798446560308811
edn,srai+add,4350,0.1659576270119501
edn,addw+addw,2816,0.10743371900359804
edn,slliw+sraiw,2816,0.10743371900359804
edn,add+srai,2630,0.1003375997796388
edn,sub+srai,2538,0.09682769134628261
edn,addw+slliw,1408,0.05371685950179902
huffbench,lbu+and,29928,1.3269821929524688
huffbench,lbu+andi,21239,0.9417192861573606
huffbench,c.slli+c.addi,14124,0.6262462073396374
huffbench,c.addi+sb,10944,0.4852476984653776
huffbench,bltu+c.sd,9696,0.42991243460529066
huffbench,lbu+addiw,6000,0.266034922404264
huffbench,c.add+ld,4248,0.18835272506221892
huffbench,c.li+beq,4236,0.1878206552174104
huffbench,slliw+slli,2184,0.0968367117551521
huffbench,add+c.ld,2184,0.0968367117551521
matmult-int,c.li+beq,37600,1.1116699026313168
matmult-int,lbu+andi,15397,0.45522291198974424
matmult-int,auipc+addi,1039,0.030718750766860054
matmult-int,slliw+addw,400,0.011826275559907624
matmult-int,addi+srli,400,0.011826275559907624
matmult-int,addw+slliw,200,0.005913137779953812
matmult-int,addw+addiw,200,0.005913137779953812
matmult-int,addiw+remw,200,0.005913137779953812
matmult-int,bne+addi,20,0.0005913137779953812
matmult-int,addi+ld,4,0.00011826275559907625
md5sum,slli+srli,53248,2.272510973546125
md5sum,add+add,53248,2.272510973546125
md5sum,xor+c.addiw,26624,1.1362554867730625
md5sum,lbu+andi,14905,0.636113582870812
md5sum,xor+and,13312,0.5681277433865313
md5sum,xori+or,13312,0.5681277433865313
md5sum,xor+addiw,13312,0.5681277433865313
md5sum,bltu+c.sd,3432,0.1464704338418401
md5sum,add+sb,625,0.026673665836582185
md5sum,auipc+sd,156,0.006657746992810913
minver,lbu+andi,2341,1.002479434397763
minver,slli+add,1668,0.714282655521345
minver,add+slli,1668,0.714282655521345
minver,add+flw,1668,0.714282655521345
minver,flw+feq.s,1112,0.47618843701422997
minver,auipc+addi,928,0.3973946668607962
minver,auipc+flw,3,0.0012846810351103326
minver,fadd.s+fsgnjx.s,3,0.0012846810351103326
minver,c.add+c.addi,1,0.00042822701170344425
minver,addi+sub,1,0.00042822701170344425
nbody,lbu+andi,3347,4.15152379652944
nbody,addiw+addiw,30,0.03721114846007864
nbody,c.addiw+c.addiw,10,0.012403716153359546
nbody,fsgnjx.d+flt.d,9,0.011163344538023591
nbody,auipc+addi,3,0.0037211148460078638
nbody,fsub.d+fsgnjx.d,3,0.0037211148460078638
nbody,fadd.d+fsgnjx.d,3,0.0037211148460078638
nbody,auipc+fld,3,0.0037211148460078638
nbody,addi+c.fld,2,0.002480743230671909
nbody,c.add+c.addi,1,0.0012403716153359546
nettle-aes,lbu+andi,12323,0.2408778014774412
nettle-aes,add+lw,2054,0.04014955808120297
nettle-aes,c.add+lw,1264,0.024707420357663365
nettle-aes,add+lbu,1106,0.021618992812955446
nettle-aes,or+xor,1106,0.021618992812955446
nettle-aes,slliw+or,553,0.010809496406477723
nettle-aes,or+addiw,474,0.009265282634123762
nettle-aes,auipc+addi,288,0.005629538815670134
nettle-aes,lbu+beq,153,0.0029906924958247585
nettle-aes,srli+addi,79,0.0015442137723539603
nettle-sha256,c.swsp+srliw,14280,0.34095792942075354
nettle-sha256,lbu+andi,7229,0.17260398261783105
nettle-sha256,srliw+or,2856,0.06819158588415071
nettle-sha256,xor+xor,2856,0.06819158588415071
nettle-sha256,addw+addw,2856,0.06819158588415071
nettle-sha256,xor+addw,2856,0.06819158588415071
nettle-sha256,slliw+c.or,952,0.022730528628050237
nettle-sha256,bltu+c.sd,952,0.022730528628050237
nettle-sha256,slli+addi,951,0.022706652022348502
nettle-sha256,xor+c.andi,476,0.011365264314025118
nsichneu,ld+blt,59136,2.5656143639002233
nsichneu,c.ld+bne,56672,2.4587137654043807
nsichneu,ld+beq,55440,2.4052634661564594
nsichneu,lw+bge,35728,1.550058678189718
nsichneu,lw+blt,35728,1.550058678189718
nsichneu,ld+bne,27104,1.175906583454269
nsichneu,c.ld+beq,18480,0.8017544887188197
nsichneu,lbu+andi,12717,0.551726830792058
