nsichneu,ld+bge,9856,0.4276023939833705
nsichneu,auipc+addi,3,0.00013015494946734088
picojpeg,slli+srli,57505,1.4036619943838875
picojpeg,subw+addw,50176,1.2247655722146933
picojpeg,mulw+srliw,25088,0.6123827861073466
picojpeg,andi+addiw,25088,0.6123827861073466
picojpeg,srliw+addiw,20384,0.49756101371221917
picojpeg,lbu+andi,18691,0.4562359157817449
picojpeg,slliw+sraiw,12432,0.3034575413299798
picojpeg,subw+addiw,11648,0.28432057926412524
picojpeg,add+sh,10423,0.25441907603622743
picojpeg,addw+addiw,8743,0.21341130018082477
primecount,lbu+andi,719,0.017496922829079643
primecount,addi+add,82,0.001995476595249695
primecount,auipc+addi,3,7.300524128962299e-05
primecount,c.add+c.addi,1,2.433508042987433e-05
primecount,addi+sub,1,2.433508042987433e-05
primecount,c.lui+addi,1,2.433508042987433e-05
primecount,slli+ori,1,2.433508042987433e-05
qrduino,add+lbu,88368,2.4899064509957456
qrduino,addiw+andi,41994,1.1832465542177637
qrduino,sraw+andi,40980,1.1546755201182064
qrduino,lbu+andi,32939,0.9281077832399609
qrduino,c.addiw+andi,16302,0.4593343174467301
qrduino,lbu+bltu,16146,0.4549387737391059
qrduino,add+sb,13872,0.39086527123181447
qrduino,lbu+sraw,11874,0.33456849989955056
qrduino,addw+srliw,11538,0.3251011749908215
qrduino,xori+andi,8262,0.23279475713071304
sglib-combined,lbu+andi,22043,0.8544609856362329
sglib-combined,addi+c.ld,18000,0.6977406769247467
sglib-combined,c.sd+ld,17280,0.6698310498477569
sglib-combined,c.li+beq,15870,0.615174696821985
sglib-combined,c.beqz+lbu,9330,0.3616622508726604
sglib-combined,add+andi,9000,0.34887033846237336
sglib-combined,addiw+slliw,8940,0.34654453620595754
sglib-combined,addiw+c.add,8790,0.34073003056491796
sglib-combined,c.beqz+c.lw,6300,0.24420923692366137
sglib-combined,slli+c.add,5790,0.22443991774412686
slre,add+lbu,39405,1.6442907371413167
slre,beq+bltu,18870,0.7874068318704898
slre,beq+addiw,5772,0.24085385445450275
slre,lbu+andi,4231,0.17655104958368004
slre,add+slli,4218,0.17600858594752122
slre,addiw+slli,3885,0.16211317126745375
slre,add+lw,3885,0.16211317126745375
slre,blt+c.mv,3108,0.12969053701396302
slre,and+c.add,1221,0.05094985382691404
slre,c.add+c.or,1221,0.05094985382691404
st,lbu+andi,4969,5.533345953831249
st,fdiv.d+fadd.d,1400,1.5590026837117628
st,addw+slliw,1120,1.2472021469694101
st,addw+addiw,1120,1.2472021469694101
st,slliw+addw,560,0.6236010734847051
st,fadd.d+fadd.d,430,0.4788365385686128
st,c.fld+c.fld,280,0.31180053674235253
st,addiw+remw,280,0.31180053674235253
st,addiw+addiw,280,0.31180053674235253
st,c.li+beq,28,0.031180053674235254
statemate,addi+lbu,13755,0.9300831699235919
statemate,addi+sb,7860,0.5314760970991953
statemate,c.li+beq,5895,0.3986070728243965
statemate,lbu+andi,4205,0.2843329501656637
statemate,auipc+addi,3,0.0002028534721752654
statemate,c.add+c.addi,1,6.76178240584218e-05
statemate,addi+sub,1,6.76178240584218e-05
statemate,addi+c.ld,1,6.76178240584218e-05
statemate,c.li+bne,1,6.76178240584218e-05
statemate,addi+sltiu,1,6.76178240584218e-05
tarfind,auipc+addi,36963,3.4201470654910557
tarfind,slli+srli,36960,3.419869478682721
tarfind,sd+srli,36960,3.419869478682721
tarfind,remw+addiw,26880,2.4871778026783424
tarfind,bltu+c.sd,23760,2.198487522010321
tarfind,lbu+andi,18357,1.6985536801996404
tarfind,c.li+beq,3984,0.3686352814683972
tarfind,c.add+jalr,1584,0.14656583480068805
tarfind,c.add+bgeu,1536,0.14212444586733386
tarfind,c.mv+lbu,235,0.02174429998621319
ud,lbu+andi,4519,0.4618255548242835
ud,sub+sub,2958,0.30229696640190984
ud,sub+div,2958,0.30229696640190984
ud,auipc+addi,1484,0.1516594652266512
ud,div+mul,1479,0.15114848320095492
ud,c.add+c.addi,1,0.00010219640513925282
ud,c.li+c.slli,1,0.00010219640513925282
ud,addiw+sltiu,1,0.00010219640513925282
ud,addi+sw,1,0.00010219640513925282
wikisort,lbu+andi,14431,2.1060143485088174
wikisort,c.li+beq,6322,0.9226126194492927
wikisort,auipc+addi,4012,0.585498549387941
wikisort,slli+srli,4000,0.5837473074655443
wikisort,sd+srli,4000,0.5837473074655443
wikisort,c.addi+sd,3794,0.5536843211310688
wikisort,auipc+fld,2400,0.3502483844793266
wikisort,lw+bge,2052,0.29946236872982424
wikisort,c.addi+c.sd,1532,0.22357521875930347
wikisort,fdiv.d+fle.d,800,0.11674946149310886
nettle-sha256,c.swsp+srliw,14280,0.3408134080004277
nettle-sha256,lbu+andi,7229,0.17253082117892798
nettle-sha256,srliw+or,2856,0.06816268160008554
nettle-sha256,xor+xor,2856,0.06816268160008554
nettle-sha256,addw+addw,2856,0.06816268160008554
nettle-sha256,xor+addw,2856,0.06816268160008554
nettle-sha256,slliw+c.or,952,0.02272089386669518
nettle-sha256,bltu+c.sd,952,0.02272089386669518
nettle-sha256,slli+addi,951,0.02269702738154109
nettle-sha256,xor+c.andi,476,0.01136044693334759
nettle-aes,lbu+andi,12323,0.2408778014774412
nettle-aes,add+lw,2054,0.04014955808120297
nettle-aes,c.add+lw,1264,0.024707420357663365
nettle-aes,add+lbu,1106,0.021618992812955446
nettle-aes,or+xor,1106,0.021618992812955446
nettle-aes,slliw+or,553,0.010809496406477723
nettle-aes,or+addiw,474,0.009265282634123762
nettle-aes,auipc+addi,288,0.005629538815670134
nettle-aes,lbu+beq,153,0.0029906924958247585
nettle-aes,srli+addi,79,0.0015442137723539603
